State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
"AL","Greene County","10","CT9",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","29.75","12","1611.25",,"1.314","0.0926","1.161","1974.098","23933.55","4","SERC","Greene","Electric Utility","Alabama Power Company","Alabama Power Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"32.6017","-87.7811",
"AL","Hillabee Energy Center","55411","CT1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7444.0","12","1725890.75",,"5.401","0.0095","79.716","1069870.297","1.8002586219E7","4",,"Tallapoosa","Electric Utility","CER Generation, LLC","CER Generation, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"33","-85.9031",
"AL","Hillabee Energy Center","55411","CT2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7320.27","12","1713758.84",,"5.372","0.0096","80.164","1064036.701","1.7904447664E7","4",,"Tallapoosa","Electric Utility","CER Generation, LLC","CER Generation, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"33","-85.9031",
"AL","Hog Bayou Energy Center","55241","COG01",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7979.59","12","1801568.49",,"3.951","0.0109","66.719","782601.874","1.316882806E7","4",,"Mobile","Electric Utility","Mobile Energy, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"30.7478","-88.0575",
"AL","Indorama Ventures Xylenes and PTA, LLC","880075","AB8301",,"2015","SIPNOX","3032.0","5",,,,"0.03","18.192",,"1212800.0","4",,"Morgan","Industrial Boiler","BP Amoco Chemical Company","BP Amoco Chemical Company",,,"Operating","Other boiler","Natural Gas","Other Gas",,,,,"34.64","-87.0583",
"AL","International Paper-Prattville Mill","52140","Z006"," MS1N, MS1S","2015","SIPNOX","8557.59","12",,"2632514.71",,"0.2798","464.856",,"3382097.853","4",,"Autauga","Pulp & Paper Mill","International Paper Company","International Paper Company",,,"Operating","Other boiler","Pipeline Natural Gas","Other Gas, Wood",,,"Electrostatic Precipitator",,"32.4167","-86.4667",
"AL","International Paper-Prattville Mill","52140","Z008"," MS2N, MS2S","2015","SIPNOX","7884.48","12",,"2991074.46",,"0.4709","1059.073",,"4468354.245","4",,"Autauga","Pulp & Paper Mill","International Paper Company","International Paper Company",,,"Operating","Other boiler","Coal","Other Gas, Other Oil, Wood",,,"Electrostatic Precipitator",,"32.4167","-86.4667",
"AL","International Paper-Riverdale Mill","54096","X026",,"2015","SIPNOX","3440.07","5","94703.01",,,"0.0563","36.235",,"1278287.866","4",,"Dallas","Pulp & Paper Mill","International Paper Company","International Paper Company",,,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"32.425","-86.8694",
"AL","International Paper-Riverdale Mill","54096","Z007",,"2015","SIPNOX","1358.82","5",,"102363.85",,"0.0757","7.797",,"155669.323","4",,"Dallas","Pulp & Paper Mill","International Paper Company","International Paper Company",,,"Operating","Other boiler","Pipeline Natural Gas","Diesel Oil",,,,,"32.425","-86.8694",
"AL","James H Miller Jr","6002","1"," MS1B, MS1A","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","8478.25","12","5400561.0",,"249.819","0.0958","2751.817","5966900.025","5.6892636025E7","4","SERC","Jefferson","Electric Utility","Alabama Electric Cooperative, Inc., Alabama Power Company","Alabama Power Company","Phase 2","Phase II Group 1","Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil, Pipeline Natural Gas","Wet Limestone","Selective Catalytic Reduction<br>Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"33.6319","-87.0597",
"AL","James H Miller Jr","6002","2"," MS2A, MS2B","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","8405.5","12","5040094.75",,"190.534","0.0981","2414.348","5501248.6","5.245282565E7","4","SERC","Jefferson","Electric Utility","Alabama Electric Cooperative, Inc., Alabama Power Company","Alabama Power Company","Phase 2","Phase II Group 1","Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil, Pipeline Natural Gas","Wet Limestone","Selective Catalytic Reduction<br>Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"33.6319","-87.0597",
"AL","James H Miller Jr","6002","3"," MS3B, MS3A","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","6993.25","12","4197302.75",,"198.125","0.0804","1665.747","4396300.325","4.191743195E7","4","SERC","Jefferson","Electric Utility","Alabama Power Company","Alabama Power Company","Phase 2","Phase II Group 1","Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil, Pipeline Natural Gas","Wet Limestone","Selective Catalytic Reduction<br>Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"33.6319","-87.0597",
"AL","James H Miller Jr","6002","4"," MS4B, MS4A","2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G2","7298.5","12","4376155.25",,"192.861","0.0696","1709.535","5185249.625","4.943980025E7","4","SERC","Jefferson","Electric Utility","Alabama Power Company","Alabama Power Company","Phase 2","Phase II Group 1","Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil, Pipeline Natural Gas","Wet Limestone","Selective Catalytic Reduction<br>Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"33.6319","-87.0597",
"AL","McIntosh (7063)","7063","**1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","168.01","12","8333.58",,"0.012","0.4048","7.93","2443.433","41121.402","4",,"Washington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Other turbine","Pipeline Natural Gas",,,,,,"31.2546","-88.0299",
"AL","McIntosh (7063)","7063","**2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","384.12","12","29096.13",,"0.11","0.0709","10.924","21829.824","367315.283","4",,"Washington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,,,,"31.2546","-88.0299",
"AL","McIntosh (7063)","7063","**3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","317.39","12","23419.38",,"0.086","0.061","8.075","17071.46","287261.149","4",,"Washington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,,,,"31.2546","-88.0299",
"AL","McIntosh (7063)","7063","**4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","472.65","12","73134.62",,"0.228","0.0372","10.92","45138.635","759558.785","4",,"Washington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"31.2546","-88.0299",
"AL","McIntosh (7063)","7063","**5",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","994.35","12","154407.59",,"0.484","0.0364","25.513","95790.979","1611856.492","4",,"Washington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"31.2546","-88.0299",
"AL","McWilliams","533","**4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","3254.23","12","263175.45",,"0.964","0.0608","94.683","193791.68","3260803.378","4",,"Covington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"31.4001","-86.4767",
"AL","McWilliams","533","**V1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7852.43","12","1230621.7",,"4.032","0.0091","61.083","798692.427","1.3438765731E7","4",,"Covington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"31.4001","-86.4767",
"AL","McWilliams","533","**V2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7902.67","12","1238515.0",,"3.972","0.0112","74.135","786716.382","1.3238022545E7","4",,"Covington","Electric Utility","PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"31.4001","-86.4767",
"AL","MeadWestvaco Coated Board, LLC","54802","X022",,"2015","SIPNOX","3596.93","5","74577.69",,,"0.0474","26.653",,"1122542.979","4",,"Russell","Cogeneration","MeadWestVaco Coated Board, LLC","MeadWestVaco Coated Board, LLC",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"32.175","-85.0311",
"AL","MeadWestvaco Coated Board, LLC","54802","Z008",,"2015","SIPNOX","3516.95","5",,"154823.62",,"0.1831","29.735",,"250315.232","4",,"Russell","Pulp & Paper Mill","MeadWestVaco Coated Board, LLC","MeadWestVaco Coated Board, LLC",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,,,,"32.175","-85.0311",
"AL","Morgan Energy Center","55293","CT-1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7644.27","12","1756240.54",,"3.866","0.0079","48.912","765800.581","1.2886127169E7","4",,"Morgan","Electric Utility","Morgan Energy Center, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.6397","-87.0639",
"AL","Morgan Energy Center","55293","CT-2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7211.35","12","1661307.42",,"3.678","0.0084","47.549","728547.843","1.2259192888E7","4",,"Morgan","Electric Utility","Morgan Energy Center, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.6397","-87.0639",
"AL","Morgan Energy Center","55293","CT-3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7458.23","12","1718428.73",,"3.8","0.0075","45.807","752720.813","1.2665933062E7","4",,"Morgan","Electric Utility","Morgan Energy Center, LLC","Calpine Operating Services Company, Inc.","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"34.6397","-87.0639",
"AL","Plant H. Allen Franklin","7710","1A",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7837.0","12","1957364.5",,"3.939","0.0106","58.722","780338.425","1.3130649275E7","4",,"Lee","Electric Utility","Southern Company","Georgia Power Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"32.6094","-85.0961",
"AL","Plant H. Allen Franklin","7710","1B",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7840.0","12","1963066.75",,"3.907","0.0097","55.412","773894.925","1.3022242525E7","4",,"Lee","Electric Utility","Southern Company","Georgia Power Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"32.6094","-85.0961",
"AL","Plant H. Allen Franklin","7710","2A",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","6857.5","12","1686519.75",,"3.514","0.0133","56.765","696169.25","1.171436645E7","4",,"Lee","Electric Utility","Southern Company","Georgia Power Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"32.6094","-85.0961",
"AL","Plant H. Allen Franklin","7710","2B",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","6790.25","12","1707811.0",,"3.531","0.0124","54.571","699403.9","1.176882115E7","4",,"Lee","Electric Utility","Southern Company","Georgia Power Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"32.6094","-85.0961",
"AL","Plant H. Allen Franklin","7710","3A",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","7035.0","12","1865244.75",,"3.853","0.0113","60.432","763289.85","1.28438422E7","4",,"Lee","Electric Utility","Southern Company","Georgia Power Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"32.6094","-85.0961",
"AL","Plant H. Allen Franklin","7710","3B",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","6949.75","12","1850277.25",,"3.755","0.012","63.25","743842.175","1.25165714E7","4",,"Lee","Electric Utility","Southern Company","Georgia Power Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"32.6094","-85.0961",
"AL","RockTenn CP LLC Stevenson Mill","880101","PB3",,"2015","SIPNOX","3394.0","6",,"678800.0",,"0.086","39.37",,"916380.0","4",,"Jackson","Pulp & Paper Mill","RockTenn CP, LLC","RockTenn CP, LLC",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Low NOx Burner Technology (Dry Bottom only)",,,"34.838","-85.7865",
"AL","SABIC Innovative Plastics - Burkville","7698","CC1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","8279.25","12","909375.75",,"1.871","0.0269","83.635","370543.475","6235096.825","4",,"Lowndes","Cogeneration","Alabama Power Company","SABIC Innovative Plastics US LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Process Gas",,"Dry Low NOx Burners",,,"32.3102","-86.5242",
"AL","Tenaska Central Alabama Gen Station","55440","CTGDB1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","6032.2","12","1466320.7",,"4.66","0.0125","53.638","659828.263","1.1084281022E7","4","SERC","Autauga","Electric Utility","Tenaska Alabama Partners, LP","Tenaska Alabama Partners, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"32.6503","-86.7386",
"AL","Tenaska Central Alabama Gen Station","55440","CTGDB2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","5794.63","12","1394009.44",,"3.171","0.0107","46.882","628060.775","1.0568322602E7","4","SERC","Autauga","Electric Utility","Tenaska Alabama Partners, LP","Tenaska Alabama Partners, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"32.6503","-86.7386",
"AL","Tenaska Central Alabama Gen Station","55440","CTGDB3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","5560.03","12","1338977.36",,"3.0","0.0123","47.006","594327.009","1.0000751788E7","4","SERC","Autauga","Electric Utility","Tenaska Alabama Partners, LP","Tenaska Alabama Partners, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"32.6503","-86.7386",
"AL","Tenaska Lindsay Hill Generating Station","55271","CT1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","6816.47","12","1526394.75",,"3.181","0.009","39.965","630070.964","1.0602121452E7","4","SERC","Autauga","Electric Utility","Tenaska Alabama Partners, LP","Tenaska Alabama Partners, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"32.6514","-86.7386",
"AL","Tenaska Lindsay Hill Generating Station","55271","CT2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","5589.37","12","1270526.61",,"2.655","0.0098","37.297","525871.97","8848708.77","4","SERC","Autauga","Electric Utility","Tenaska Alabama Partners, LP","Tenaska Alabama Partners, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"32.6514","-86.7386",
"AL","Tenaska Lindsay Hill Generating Station","55271","CT3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","6653.25","12","1517022.2",,"3.216","0.0093","43.474","635901.919","1.0699887972E7","4","SERC","Autauga","Electric Utility","Tenaska Alabama Partners, LP","Tenaska Alabama Partners, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"32.6514","-86.7386",
"AL","Theodore Cogeneration","7721","CC1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G2","8139.5","12","1928097.25",,"3.858","0.0069","43.169","764187.225","1.2858912425E7","4",,"Mobile","Cogeneration","Alabama Power Company","Alabama Power Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"30.5248","-88.1289",
"AL","US Steel (Fairfield Works)","50730","206",,"2015","SIPNOX","553.94","6",,"29849.74",,"0.066","4.926",,"149177.454","4",,"Jefferson","Industrial Boiler","United States Steel Corporation","US Steel Corporation - Fairfield Works",,,"Operating","Dry bottom wall-fired boiler","Process Gas","Pipeline Natural Gas",,,,,"33.4833","-86.9261",
"AL","US Steel (Fairfield Works)","50730","208",,"2015","SIPNOX","3487.08","6",,"191465.16",,"0.1117","22.579",,"492763.48","4",,"Jefferson","Industrial Boiler","United States Steel Corporation","US Steel Corporation - Fairfield Works",,,"Operating","Dry bottom wall-fired boiler","Process Gas","Pipeline Natural Gas",,,,,"33.4833","-86.9261",
"AL","US Steel (Fairfield Works)","50730","209",,"2015","SIPNOX","2018.87","6",,"490814.47",,"0.0624","22.659",,"777527.438","4",,"Jefferson","Industrial Boiler","United States Steel Corporation","US Steel Corporation - Fairfield Works",,,"Operating","Tangentially-fired","Process Gas","Pipeline Natural Gas",,,,,"33.4833","-86.9261",
"AL","US Steel (Fairfield Works)","50730","210",,"2015","SIPNOX","1759.42","6",,"348161.67",,"0.0508","11.915",,"535909.912","4",,"Jefferson","Industrial Boiler","United States Steel Corporation","US Steel Corporation - Fairfield Works",,,"Operating","Tangentially-fired","Process Gas","Pipeline Natural Gas",,,,,"33.4833","-86.9261",
"AL","Walton Discover Power Facility","55138","1A",,"2015","CSNOX, CSNOXOS, CSSO2G2","148.39","12","3411.57",,"0.013","0.2096","5.268",,"43789.461","4","SERC","Lee","Electric Utility","South Eastern Electric Development Corp","South Eastern Electric Development Corp",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"32.5412","-85.0384",
"AL","Walton Discover Power Facility","55138","1B",,"2015","CSNOX, CSNOXOS, CSSO2G2","158.2","12","3792.92",,"0.014","0.2462","6.161",,"48100.046","4","SERC","Lee","Electric Utility","South Eastern Electric Development Corp","South Eastern Electric Development Corp",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"32.5412","-85.0384",
"AL","Walton Discover Power Facility","55138","2A",,"2015","CSNOX, CSNOXOS, CSSO2G2","123.8","12","2556.91",,"0.01","0.2222","4.459",,"33860.71","4","SERC","Lee","Electric Utility","South Eastern Electric Development Corp","South Eastern Electric Development Corp",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"32.5412","-85.0384",
